,Classifier Name,Precision,Recall,F-score
299,Biased Classifier,0.296875,1.0,0.4578313253012048
300,Decision Tree,0.46153846153846156,0.375,0.41379310344827586
301,Naive Bayes,0.5714285714285714,0.25,0.34782608695652173
302,SVM,0.75,0.1875,0.3
303,MLP,0.5454545454545454,0.375,0.4444444444444444
304,Random Forest,0.75,0.375,0.5
305,Biased Classifier,0.24615384615384617,1.0,0.39506172839506176
306,Decision Tree,0.5,0.4444444444444444,0.47058823529411764
307,Naive Bayes,0.6666666666666666,0.3333333333333333,0.4444444444444444
308,SVM,0.6,0.3333333333333333,0.42857142857142855
309,MLP,0.5294117647058824,0.5,0.5142857142857143
310,Random Forest,0.5,0.3333333333333333,0.4
311,Biased Classifier,0.27692307692307694,1.0,0.4337349397590362
312,Decision Tree,0.35,0.5384615384615384,0.4242424242424242
313,Naive Bayes,0.5,0.15384615384615385,0.23529411764705882
314,SVM,1.0,0.15384615384615385,0.2666666666666667
315,MLP,0.5,0.5384615384615384,0.5185185185185186
316,Random Forest,0.5,0.3076923076923077,0.380952380952381
317,Biased Classifier,0.2,1.0,0.33333333333333337
318,Decision Tree,0.5384615384615384,0.4375,0.4827586206896552
319,Naive Bayes,0.7777777777777778,0.4375,0.56
320,SVM,0.6666666666666666,0.25,0.36363636363636365
321,MLP,0.6,0.5625,0.5806451612903225
322,Random Forest,0.625,0.3125,0.4166666666666667
323,Biased Classifier,0.25,1.0,0.4
324,Decision Tree,0.75,0.6923076923076923,0.7199999999999999
325,Naive Bayes,0.6,0.46153846153846156,0.5217391304347826
326,SVM,0.75,0.46153846153846156,0.5714285714285714
327,MLP,0.4444444444444444,0.3076923076923077,0.3636363636363637
328,Random Forest,0.7272727272727273,0.6153846153846154,0.6666666666666667
329,Biased Classifier,0.203125,1.0,0.33766233766233766
330,Decision Tree,0.8571428571428571,0.2857142857142857,0.42857142857142855
331,Naive Bayes,1.0,0.19047619047619047,0.32
332,SVM,1.0,0.19047619047619047,0.32
333,MLP,0.7,0.3333333333333333,0.45161290322580644
334,Random Forest,0.8888888888888888,0.38095238095238093,0.5333333333333333
335,Biased Classifier,0.3230769230769231,1.0,0.48837209302325585
336,Decision Tree,0.4444444444444444,0.3076923076923077,0.3636363636363637
337,Naive Bayes,0.3333333333333333,0.23076923076923078,0.27272727272727276
338,SVM,0.6,0.23076923076923078,0.33333333333333337
339,MLP,0.3333333333333333,0.5384615384615384,0.41176470588235287
340,Random Forest,0.5,0.38461538461538464,0.4347826086956522
341,Biased Classifier,0.2,1.0,0.33333333333333337
342,Decision Tree,0.5,0.38461538461538464,0.4347826086956522
343,Naive Bayes,0.45454545454545453,0.38461538461538464,0.41666666666666663
344,SVM,0.45454545454545453,0.38461538461538464,0.41666666666666663
345,MLP,0.3333333333333333,0.38461538461538464,0.3571428571428571
346,Random Forest,0.42857142857142855,0.46153846153846156,0.4444444444444445
347,Biased Classifier,0.2,1.0,0.33333333333333337
348,Decision Tree,0.6666666666666666,0.8,0.7272727272727272
349,Naive Bayes,0.75,0.6,0.6666666666666665
350,SVM,0.7142857142857143,0.5,0.588235294117647
351,MLP,0.42857142857142855,0.6,0.5
352,Random Forest,0.5333333333333333,0.8,0.64
353,Biased Classifier,0.15625,1.0,0.2702702702702703
354,Decision Tree,0.6666666666666666,0.42105263157894735,0.5161290322580646
355,Naive Bayes,0.8,0.42105263157894735,0.5517241379310345
356,SVM,0.8333333333333334,0.2631578947368421,0.39999999999999997
357,MLP,0.8571428571428571,0.3157894736842105,0.46153846153846156
358,Random Forest,0.6666666666666666,0.3157894736842105,0.42857142857142855
359,Biased Classifier,0.296875,1.0,0.4578313253012048
360,Decision Tree,0.3684210526315789,0.5,0.4242424242424242
361,Naive Bayes,0.4,0.2857142857142857,0.3333333333333333
362,SVM,0.4,0.2857142857142857,0.3333333333333333
363,MLP,0.4666666666666667,0.5,0.4827586206896552
364,Random Forest,0.42105263157894735,0.5714285714285714,0.48484848484848486
365,Biased Classifier,0.2153846153846154,1.0,0.35443037974683544
366,Decision Tree,0.45454545454545453,0.3125,0.3703703703703703
367,Naive Bayes,0.875,0.4375,0.5833333333333334
368,SVM,0.75,0.1875,0.3
369,MLP,0.6666666666666666,0.375,0.4800000000000001
370,Random Forest,0.8,0.5,0.6153846153846154
371,Biased Classifier,0.24615384615384617,1.0,0.39506172839506176
372,Decision Tree,0.375,0.17647058823529413,0.24
373,Naive Bayes,0.6,0.17647058823529413,0.2727272727272727
374,SVM,1.0,0.17647058823529413,0.3
375,MLP,0.5714285714285714,0.47058823529411764,0.5161290322580646
376,Random Forest,0.6,0.35294117647058826,0.4444444444444445
377,Biased Classifier,0.26153846153846155,1.0,0.41463414634146345
378,Decision Tree,0.4166666666666667,0.38461538461538464,0.4
379,Naive Bayes,0.5714285714285714,0.3076923076923077,0.4
380,SVM,1.0,0.46153846153846156,0.631578947368421
381,MLP,0.6153846153846154,0.6153846153846154,0.6153846153846154
382,Random Forest,0.5714285714285714,0.6153846153846154,0.5925925925925927
383,Biased Classifier,0.203125,1.0,0.33766233766233766
384,Decision Tree,0.5555555555555556,0.3125,0.39999999999999997
385,Naive Bayes,0.5454545454545454,0.375,0.4444444444444444
386,SVM,0.7142857142857143,0.3125,0.43478260869565216
387,MLP,0.4666666666666667,0.4375,0.45161290322580644
388,Random Forest,0.75,0.375,0.5
389,Biased Classifier,0.25,1.0,0.4
390,Decision Tree,0.3,0.23076923076923078,0.2608695652173913
391,Naive Bayes,0.5555555555555556,0.38461538461538464,0.4545454545454546
392,SVM,0.5714285714285714,0.3076923076923077,0.4
393,MLP,0.5384615384615384,0.5384615384615384,0.5384615384615384
394,Random Forest,0.6666666666666666,0.3076923076923077,0.42105263157894735
395,Biased Classifier,0.2,1.0,0.33333333333333337
396,Decision Tree,0.5714285714285714,0.6666666666666666,0.6153846153846153
397,Naive Bayes,0.375,0.25,0.3
398,SVM,0.8,0.3333333333333333,0.47058823529411764
399,MLP,0.4,0.5,0.4444444444444445
400,Random Forest,0.5555555555555556,0.4166666666666667,0.4761904761904762
401,Biased Classifier,0.18461538461538463,1.0,0.3116883116883117
402,Decision Tree,0.5,0.29411764705882354,0.37037037037037035
403,Naive Bayes,0.4,0.11764705882352941,0.1818181818181818
404,SVM,0.6,0.17647058823529413,0.2727272727272727
405,MLP,0.4444444444444444,0.23529411764705882,0.30769230769230765
406,Random Forest,0.42857142857142855,0.17647058823529413,0.25
407,Biased Classifier,0.26153846153846155,1.0,0.41463414634146345
408,Decision Tree,0.6666666666666666,0.4,0.5
409,Naive Bayes,0.7142857142857143,0.25,0.37037037037037035
410,SVM,0.7777777777777778,0.35,0.48275862068965514
411,MLP,0.7333333333333333,0.55,0.6285714285714286
412,Random Forest,0.6923076923076923,0.45,0.5454545454545455
413,Biased Classifier,0.3125,1.0,0.47619047619047616
414,Decision Tree,0.3684210526315789,0.5,0.4242424242424242
415,Naive Bayes,0.75,0.42857142857142855,0.5454545454545454
416,SVM,0.75,0.42857142857142855,0.5454545454545454
417,MLP,0.375,0.42857142857142855,0.39999999999999997
418,Random Forest,0.5294117647058824,0.6428571428571429,0.5806451612903226
419,Biased Classifier,0.21875,1.0,0.358974358974359
420,Decision Tree,0.6666666666666666,0.21052631578947367,0.32
421,Naive Bayes,0.625,0.2631578947368421,0.37037037037037035
422,SVM,0.7142857142857143,0.2631578947368421,0.3846153846153846
423,MLP,0.6363636363636364,0.3684210526315789,0.4666666666666667
424,Random Forest,0.5,0.2631578947368421,0.3448275862068966
425,Biased Classifier,0.2923076923076923,1.0,0.4523809523809524
426,Decision Tree,0.6,0.35294117647058826,0.4444444444444445
427,Naive Bayes,1.0,0.11764705882352941,0.21052631578947367
428,SVM,0.75,0.17647058823529413,0.2857142857142857
429,MLP,0.46153846153846156,0.35294117647058826,0.4000000000000001
430,Random Forest,0.5714285714285714,0.23529411764705882,0.3333333333333333
431,Biased Classifier,0.26153846153846155,1.0,0.41463414634146345
432,Decision Tree,0.5384615384615384,0.4375,0.4827586206896552
433,Naive Bayes,0.6363636363636364,0.4375,0.5185185185185185
434,SVM,0.8333333333333334,0.3125,0.45454545454545453
435,MLP,0.42857142857142855,0.375,0.39999999999999997
436,Random Forest,0.8333333333333334,0.625,0.7142857142857143
437,Biased Classifier,0.24615384615384617,1.0,0.39506172839506176
438,Decision Tree,0.3,0.2727272727272727,0.28571428571428564
439,Naive Bayes,0.5,0.36363636363636365,0.4210526315789474
440,SVM,1.0,0.45454545454545453,0.625
441,MLP,0.5,0.5454545454545454,0.5217391304347826
442,Random Forest,0.46153846153846156,0.5454545454545454,0.4999999999999999
443,Biased Classifier,0.171875,1.0,0.29333333333333333
444,Decision Tree,0.5384615384615384,0.5384615384615384,0.5384615384615384
445,Naive Bayes,0.5833333333333334,0.5384615384615384,0.5599999999999999
446,SVM,0.6153846153846154,0.6153846153846154,0.6153846153846154
447,MLP,0.5263157894736842,0.7692307692307693,0.625
448,Random Forest,0.5384615384615384,0.5384615384615384,0.5384615384615384
449,Biased Classifier,0.203125,1.0,0.33766233766233766
450,Decision Tree,0.6363636363636364,0.4666666666666667,0.5384615384615385
451,Naive Bayes,0.6666666666666666,0.13333333333333333,0.2222222222222222
452,SVM,1.0,0.13333333333333333,0.23529411764705882
453,MLP,0.625,0.3333333333333333,0.43478260869565216
454,Random Forest,0.6666666666666666,0.26666666666666666,0.3809523809523809
455,Biased Classifier,0.23076923076923078,1.0,0.375
456,Decision Tree,0.4444444444444444,0.5,0.47058823529411764
457,Naive Bayes,0.5384615384615384,0.4375,0.4827586206896552
458,SVM,0.8571428571428571,0.375,0.5217391304347825
459,MLP,0.3333333333333333,0.3125,0.3225806451612903
460,Random Forest,0.5882352941176471,0.625,0.6060606060606061
461,Biased Classifier,0.24615384615384617,1.0,0.39506172839506176
462,Decision Tree,0.625,0.35714285714285715,0.45454545454545453
463,Naive Bayes,0.625,0.35714285714285715,0.45454545454545453
464,SVM,0.5,0.35714285714285715,0.41666666666666663
465,MLP,0.42857142857142855,0.42857142857142855,0.42857142857142855
466,Random Forest,0.5833333333333334,0.5,0.5384615384615384
467,Biased Classifier,0.2153846153846154,1.0,0.35443037974683544
468,Decision Tree,0.6,0.5,0.5454545454545454
469,Naive Bayes,0.5714285714285714,0.3333333333333333,0.4210526315789474
470,SVM,0.8,0.3333333333333333,0.47058823529411764
471,MLP,0.5555555555555556,0.8333333333333334,0.6666666666666667
472,Random Forest,0.6,0.5,0.5454545454545454
473,Biased Classifier,0.1875,1.0,0.3157894736842105
474,Decision Tree,0.7777777777777778,0.3684210526315789,0.5
475,Naive Bayes,0.6666666666666666,0.3157894736842105,0.42857142857142855
476,SVM,0.625,0.2631578947368421,0.37037037037037035
477,MLP,0.5,0.47368421052631576,0.4864864864864865
478,Random Forest,0.5833333333333334,0.3684210526315789,0.4516129032258065
479,Biased Classifier,0.296875,1.0,0.4578313253012048
480,Decision Tree,0.2857142857142857,0.5,0.36363636363636365
481,Naive Bayes,0.5,0.375,0.42857142857142855
482,SVM,0.4,0.25,0.3076923076923077
483,MLP,0.3125,0.625,0.4166666666666667
484,Random Forest,0.14285714285714285,0.125,0.13333333333333333
485,Biased Classifier,0.12307692307692308,1.0,0.21917808219178084
486,Decision Tree,0.8181818181818182,0.4090909090909091,0.5454545454545455
487,Naive Bayes,1.0,0.22727272727272727,0.37037037037037035
488,SVM,1.0,0.22727272727272727,0.37037037037037035
489,MLP,0.75,0.4090909090909091,0.5294117647058824
490,Random Forest,0.9,0.4090909090909091,0.5625000000000001
491,Biased Classifier,0.3384615384615385,1.0,0.5057471264367815
492,Decision Tree,0.75,0.5,0.6
493,Naive Bayes,0.8333333333333334,0.2777777777777778,0.4166666666666667
494,SVM,0.8333333333333334,0.2777777777777778,0.4166666666666667
495,MLP,0.6666666666666666,0.5555555555555556,0.606060606060606
496,Random Forest,0.75,0.5,0.6
497,Biased Classifier,0.27692307692307694,1.0,0.4337349397590362
498,Decision Tree,0.3888888888888889,0.7,0.5
499,Naive Bayes,0.35294117647058826,0.6,0.4444444444444445
500,SVM,0.36363636363636365,0.4,0.380952380952381
501,MLP,0.26666666666666666,0.4,0.32
502,Random Forest,0.375,0.6,0.4615384615384615
503,Biased Classifier,0.15625,1.0,0.2702702702702703
504,Decision Tree,0.4166666666666667,0.2777777777777778,0.33333333333333337
505,Naive Bayes,0.7272727272727273,0.4444444444444444,0.5517241379310345
506,SVM,0.875,0.3888888888888889,0.5384615384615385
507,MLP,0.6153846153846154,0.4444444444444444,0.5161290322580646
508,Random Forest,0.6153846153846154,0.4444444444444444,0.5161290322580646
509,Biased Classifier,0.28125,1.0,0.43902439024390244
510,Decision Tree,0.45454545454545453,0.29411764705882354,0.35714285714285715
511,Naive Bayes,0.75,0.35294117647058826,0.48
512,SVM,0.7142857142857143,0.29411764705882354,0.4166666666666667
513,MLP,0.5,0.29411764705882354,0.37037037037037035
514,Random Forest,0.6363636363636364,0.4117647058823529,0.5
515,Biased Classifier,0.26153846153846155,1.0,0.41463414634146345
516,Decision Tree,0.4166666666666667,0.25,0.3125
517,Naive Bayes,0.5,0.1,0.16666666666666669
518,SVM,0.5714285714285714,0.2,0.29629629629629634
519,MLP,0.5,0.3,0.37499999999999994
520,Random Forest,0.5833333333333334,0.35,0.4375
521,Biased Classifier,0.3076923076923077,1.0,0.47058823529411764
522,Decision Tree,0.3157894736842105,0.5454545454545454,0.39999999999999997
523,Naive Bayes,0.4,0.36363636363636365,0.380952380952381
524,SVM,0.75,0.2727272727272727,0.39999999999999997
525,MLP,0.5,0.7272727272727273,0.5925925925925926
526,Random Forest,0.6363636363636364,0.6363636363636364,0.6363636363636364
527,Biased Classifier,0.16923076923076924,1.0,0.2894736842105263
528,Decision Tree,0.42857142857142855,0.42857142857142855,0.42857142857142855
529,Naive Bayes,0.7,0.5,0.5833333333333334
530,SVM,0.7,0.5,0.5833333333333334
531,MLP,0.47058823529411764,0.5714285714285714,0.5161290322580646
532,Random Forest,0.6,0.42857142857142855,0.5
533,Biased Classifier,0.21875,1.0,0.358974358974359
534,Decision Tree,0.375,0.42857142857142855,0.39999999999999997
535,Naive Bayes,0.625,0.35714285714285715,0.45454545454545453
536,SVM,0.6666666666666666,0.2857142857142857,0.4
537,MLP,0.4,0.42857142857142855,0.4137931034482759
538,Random Forest,0.5384615384615384,0.5,0.5185185185185186
539,Biased Classifier,0.21875,1.0,0.358974358974359
540,Decision Tree,0.625,0.23809523809523808,0.3448275862068965
541,Naive Bayes,0.6666666666666666,0.2857142857142857,0.4
542,SVM,0.75,0.2857142857142857,0.4137931034482759
543,MLP,0.5294117647058824,0.42857142857142855,0.4736842105263158
544,Random Forest,0.7,0.3333333333333333,0.45161290322580644
545,Biased Classifier,0.3230769230769231,1.0,0.48837209302325585
546,Decision Tree,0.6666666666666666,0.42857142857142855,0.5217391304347826
547,Naive Bayes,0.7,0.5,0.5833333333333334
548,SVM,0.6666666666666666,0.42857142857142855,0.5217391304347826
549,MLP,0.375,0.42857142857142855,0.39999999999999997
550,Random Forest,0.7777777777777778,0.5,0.6086956521739131
551,Biased Classifier,0.2153846153846154,1.0,0.35443037974683544
552,Decision Tree,0.6666666666666666,0.3157894736842105,0.42857142857142855
553,Naive Bayes,0.6666666666666666,0.21052631578947367,0.32
554,SVM,0.8,0.21052631578947367,0.3333333333333333
555,MLP,0.6923076923076923,0.47368421052631576,0.5625
556,Random Forest,0.7,0.3684210526315789,0.48275862068965514
557,Biased Classifier,0.2923076923076923,1.0,0.4523809523809524
558,Decision Tree,0.1875,0.375,0.25
559,Naive Bayes,0.6666666666666666,0.25,0.36363636363636365
560,SVM,0.8,0.5,0.6153846153846154
561,MLP,0.5,0.625,0.5555555555555556
562,Random Forest,0.5555555555555556,0.625,0.5882352941176471
563,Biased Classifier,0.125,1.0,0.2222222222222222
564,Decision Tree,0.45,0.6428571428571429,0.5294117647058824
565,Naive Bayes,0.5384615384615384,0.5,0.5185185185185186
566,SVM,0.5714285714285714,0.2857142857142857,0.38095238095238093
567,MLP,0.6,0.6428571428571429,0.6206896551724138
568,Random Forest,0.5333333333333333,0.5714285714285714,0.5517241379310344
569,Biased Classifier,0.21875,1.0,0.358974358974359
570,Decision Tree,0.6666666666666666,0.4,0.5
571,Naive Bayes,1.0,0.6,0.7499999999999999
572,SVM,1.0,0.6666666666666666,0.8
573,MLP,0.47058823529411764,0.5333333333333333,0.5
574,Random Forest,0.6,0.4,0.48
575,Biased Classifier,0.23076923076923078,1.0,0.375
576,Decision Tree,0.5,0.4666666666666667,0.4827586206896552
577,Naive Bayes,0.5714285714285714,0.26666666666666666,0.36363636363636365
578,SVM,1.0,0.26666666666666666,0.4210526315789474
579,MLP,0.3333333333333333,0.3333333333333333,0.3333333333333333
580,Random Forest,0.5384615384615384,0.4666666666666667,0.5
581,Biased Classifier,0.23076923076923078,1.0,0.375
582,Decision Tree,0.45454545454545453,0.4166666666666667,0.43478260869565216
583,Naive Bayes,0.4444444444444444,0.3333333333333333,0.380952380952381
584,SVM,0.5,0.3333333333333333,0.4
585,MLP,0.35714285714285715,0.4166666666666667,0.3846153846153846
586,Random Forest,0.5,0.4166666666666667,0.45454545454545453
587,Biased Classifier,0.18461538461538463,1.0,0.3116883116883117
588,Decision Tree,0.4444444444444444,0.23529411764705882,0.30769230769230765
589,Naive Bayes,0.6666666666666666,0.23529411764705882,0.3478260869565218
590,SVM,0.75,0.17647058823529413,0.2857142857142857
591,MLP,0.6,0.35294117647058826,0.4444444444444445
592,Random Forest,0.7272727272727273,0.47058823529411764,0.5714285714285714
593,Biased Classifier,0.265625,1.0,0.41975308641975306
594,Decision Tree,0.5,0.11764705882352941,0.19047619047619047
595,Naive Bayes,0.42857142857142855,0.17647058823529413,0.25
596,SVM,0.6,0.17647058823529413,0.2727272727272727
597,MLP,0.5714285714285714,0.47058823529411764,0.5161290322580646
598,Random Forest,0.4444444444444444,0.23529411764705882,0.30769230769230765
599,Biased Classifier,0.265625,1.0,0.41975308641975306
